Date,POR,VW,BMW,Vol_POR,Vol_VW,Vol_BMW
2020-09-21,44.07431411743164,119.3764419555664,53.68463134765625,740228.0,1958550.0,2508068.0
2020-09-22,44.43505859375,120.46656036376953,53.76450729370117,378071.0,1120195.0,1335710.0
2020-09-23,44.64249038696289,121.05628204345703,54.101749420166016,511097.0,1148039.0,1432762.0
2020-09-24,44.813846588134766,122.00342559814453,53.817752838134766,503296.0,1033006.0,1589221.0
2020-09-25,44.10137176513672,119.1083755493164,52.41550827026367,355086.0,1327587.0,1428136.0
2020-09-28,46.067440032958984,123.4866943359375,54.78512191772461,534575.0,1071917.0,1666530.0
2020-09-29,45.83295440673828,123.9692153930664,55.024749755859375,282471.0,874899.0,1409149.0
2020-09-30,45.90510940551758,122.77185821533203,55.015869140625,448893.0,1141483.0,1485337.0
2020-10-01,46.26585006713867,124.40216064453125,55.610496520996094,412903.0,1573098.0,1376243.0
2020-10-02,45.25576400756836,122.27165985107422,55.3442497253418,492503.0,1329797.0,891578.0
2020-10-05,47.076560974121094,124.7726821899414,56.82636642456055,462533.0,769014.0,1224129.0
2020-10-06,47.52939987182617,127.34778594970703,57.554107666015625,406347.0,1178640.0,1654516.0
2020-10-07,47.642608642578125,128.68167114257812,58.34397888183594,409285.0,932821.0,1467108.0
2020-10-08,47.47279357910156,127.8109359741211,58.32623291015625,277668.0,973064.0,1309221.0
2020-10-09,46.916175842285156,127.51454162597656,57.420982360839844,352869.0,1031768.0,1254025.0
2020-10-12,47.20863723754883,129.12628173828125,57.76710510253906,392077.0,936089.0,1019626.0
2020-10-13,46.99164962768555,128.29261779785156,57.02161407470703,293429.0,784016.0,1122504.0
2020-10-14,46.708621978759766,128.92250061035156,56.8707389831543,297193.0,862378.0,964688.0
2020-10-15,45.82181167602539,124.9764633178711,55.17561721801758,676995.0,1660491.0,1977291.0
2020-10-16,47.04825210571289,128.08883666992188,56.018741607666016,538740.0,1302979.0,1515264.0
2020-10-19,47.623741149902344,129.01512145996094,56.46249008178711,444731.0,827532.0,1035903.0
2020-10-20,47.076560974121094,128.218505859375,56.86186218261719,325289.0,847322.0,1491163.0
2020-10-21,46.746360778808594,126.9772720336914,56.6311149597168,443832.0,839170.0,1553620.0
2020-10-22,47.20863723754883,127.45895385742188,56.808616638183594,328409.0,858375.0,1218032.0
2020-10-23,47.302978515625,128.81134033203125,56.73761749267578,335110.0,1030589.0,974170.0
2020-10-26,46.133140563964844,125.64340209960938,56.09861755371094,533834.0,917528.0,1118941.0
2020-10-27,44.878395080566406,122.27165985107422,54.554378509521484,601966.0,1300218.0,1839591.0
2020-10-28,42.38777160644531,116.26924133300781,51.52801513671875,1011737.0,2020870.0,3729376.0
2020-10-29,43.151939392089844,117.5845947265625,51.76763916015625,715241.0,1350085.0,1788596.0
2020-10-30,43.3972282409668,115.88018798828125,52.0782585144043,521759.0,1472765.0,1564460.0
2020-11-02,44.463287353515625,118.36267852783203,52.965755462646484,516802.0,1262785.0,1548483.0
2020-11-03,46.152008056640625,122.03083801269531,55.13124465942383,417346.0,1180046.0,1655547.0
2020-11-04,46.66145324707031,122.34577178955078,55.486244201660156,445405.0,1527220.0,1934346.0
2020-11-05,47.9633674621582,125.90277099609375,57.500858306884766,578125.0,1468225.0,2058301.0
2020-11-06,47.161468505859375,123.34618377685547,56.4269905090332,524712.0,1279869.0,1771124.0
2020-11-09,49.8502082824707,131.8311004638672,60.02134704589844,1197848.0,3112728.0,4097264.0
2020-11-10,51.321937561035156,138.77835083007812,61.680965423583984,1267573.0,2679527.0,3193087.0
2020-11-11,51.35967254638672,138.94508361816406,62.42646026611328,781372.0,1439939.0,2169822.0
2020-11-12,50.416255950927734,139.3711700439453,62.74595642089844,490088.0,1346044.0,1975554.0
2020-11-13,51.73704147338867,139.11181640625,62.781455993652344,565610.0,1261550.0,1693385.0
2020-11-16,53.472930908203125,142.2241668701172,64.600830078125,907226.0,2092560.0,2219047.0
2020-11-17,53.58613967895508,142.35386657714844,64.6540756225586,466923.0,1241663.0,1234159.0
2020-11-18,54.00124740600586,143.15048217773438,65.559326171875,486039.0,968939.0,1311194.0
